순위 (ranking),단어 (word),품사 (Part of speech),풀이 (Explanation),등급 (Rating),suffix number,단어 (word) (cleaned),english translation
5642,씌우다01,동,아이에게 모자를 ~,C,01,씌우다,sheathe
5644,야간,명,夜間,C,야간,야간,Nighttime
5646,엇갈리다,동,,C,리다,엇갈리다,diverge
5649,엷다01,형,,C,01,엷다,thin
5650,오락01,명,娛樂,C,01,오락,game
5651,오른손,명,,B,른손,오른손,right hand
5654,우아하다,형,優雅-,C,하다,우아하다,elegant
5656,이것저것,명,,B,저것,이것저것,this and that
5657,이슬,명,,C,이슬,이슬,Dew
5658,인간관계,명,人間關係,C,관계,인간관계,Relationships
5660,장기간,명,長期間,C,기간,장기간,long term
5661,저자05,명,著者,B,05,저자,author
5662,전선10,명,戰線,C,10,전선10,wire 10
5666,정지06,명,停止,C,06,정지,stop
5667,제의하다,동,提議-,C,하다,제의하다,propose
5668,조명06,명,照明,C,06,조명,light
5669,조화되다,동,調和-,C,되다,조화되다,harmonize
5673,줄거리01,명,,C,01,줄거리,summary
5674,중단04,명,中斷,C,04,중단,stop
5679,차선03,명,車線,C,03,차선,lane
5680,착각하다,동,錯覺-,C,하다,착각하다,be mistaken
5684,초상화,명,肖像畵,C,상화,초상화,portrait
5686,출장01,명,出張,B,01,출장,business trip
5687,쿠데타,명,,C,데타,쿠데타,Coup d'etat
5690,퇴근,명,退勤,B,퇴근,퇴근,leave work
5691,특수성,명,特殊性,C,수성,특수성,distinctiveness
5694,항공기,명,航空機,C,공기,항공기,aircraft
5698,활발히,부,活潑-,C,발히,활발히,actively
5700,회화05,명,繪畵,B,05,회화,conversation
5702,흥미롭다,형,興味-,C,롭다,흥미롭다,Interesting
5704,가져다주다,동,,B,주다,가져다주다,bring
5706,각오01,명,覺悟,C,01,각오,Resolution
5708,개방되다,동,開放-,C,되다,개방되다,open
5711,겨자01,명,,C,01,겨자,mustard
5712,경고하다02,동,警告-,C,02,경고하다,warn
5713,경제학,명,經濟學,C,제학,경제학,economics
5717,골프,명,golf,B,골프,골프,golf
5720,관심사,명,關心事,C,심사,관심사,Interest
5722,구별되다,동,區別-,C,되다,구별되다,be distinguished
5723,국사03,명,國史,C,03,국사,national affairs
5724,굳히다,동,,C,히다,굳히다,bind
5725,귀국02,명,歸國,B,02,귀국,Return
5726,그간,명,-間,C,그간,그간,In the meantime
5727,그럴듯하다,형,,C,하다,그럴듯하다,It's plausible
5728,극작가,명,劇作家,C,작가,극작가,playwright
5730,기23,명,旗,C,23,기23,23
5732,기울다,동,,C,울다,기울다,slant
5733,기적03,명,奇跡,C,03,기적,miracle
5736,끌리다,동,,C,리다,끌리다,traipse
5737,내보내다,동,,C,내다,내보내다,send out
5739,담01,명,~을 쌓다,C,01,담,wall
5742,동서04,명,東西,C,04,동서,cohabitation
5743,들여놓다,동,,C,놓다,들여놓다,bring in
5744,따스하다,형,,C,하다,따스하다,warm
5746,말투,명,-套,C,말투,말투,speech
5748,명령어,명,命令語,C,령어,명령어,command
5749,목욕탕,명,沐浴湯,B,욕탕,목욕탕,baths
5753,미끄러지다,동,,C,지다,미끄러지다,slip
5754,바닷물,명,,B,닷물,바닷물,sea ​​water
5755,변신01,명,變身,C,01,변신,transform
5757,부친,명,父親,C,부친,부친,father
5759,붙잡히다,동,,C,히다,붙잡히다,get caught
5760,브랜드,명,brand,C,랜드,브랜드,brand
5761,빨다02,동,옷을 ~,B,02,빨다,suck
5762,사무05,명,事務,B,05,사무,Affairs
5763,사소하다01,형,些少-,C,01,사소하다,trivial
5764,상04,명,床,C,04,상,award
5767,상쾌하다,형,爽快-,C,하다,상쾌하다,refreshing
5768,성06,명,姓,B,06,성,castle
5771,손길,명,,C,손길,손길,touch
5774,순위,명,順位,C,순위,순위,ranking
5777,식사하다02,동,食事-,A,02,식사하다,have a meal
5778,쌍02,명,雙,C,02,쌍,pair
5779,썰렁하다,형,,C,하다,썰렁하다,It's dull
5783,암시01,명,暗示,C,01,암시,suggestion
5784,앞날,명,,C,앞날,앞날,future
5787,역사상02,명,歷史上,C,02,역사상,in history
5788,연주06,명,演奏,C,06,연주,play
5790,우울하다,형,憂鬱-,B,하다,우울하다,Depressed
5791,우체국,명,郵遞局,A,체국,우체국,post office
5793,울리다02,동,아기를 ~,C,02,울리다,make cry
5796,육상02,명,陸上,C,02,육상,Athletics
5797,음주,명,飮酒,C,음주,음주,Drinking
5798,이별,명,離別,C,이별,이별,farewell
5800,인재02,명,人材,C,02,인재,Human Resources
5801,인종01,명,人種,C,01,인종,race
5802,일시적,명,一時的,C,시적,일시적,temporary
5804,재밌다,형,재미있다,C,밌다,재밌다,fun
5805,전문적,명,專門的,C,문적,전문적,professional
5808,젊음,명,,C,젊음,젊음,youth
5809,점잖다,형,,C,잖다,점잖다,polite
5812,조개01,명,동물,C,01,조개,clam
5816,주무시다,동,,B,시다,주무시다,sleep
5819,중계방송,명,中繼放送,C,방송,중계방송,relay broadcast
5820,중독01,명,中毒,C,01,중독,Addicted
5821,지급01,명,支給,C,01,지급,Payments
5822,진실하다,형,眞實-,C,하다,진실하다,true
5823,차창,명,車窓,C,차창,차창,car window
5826,초청하다,동,招請-,C,하다,초청하다,invite
5827,출발점,명,出發點,C,발점,출발점,starting point
5828,출판02,명,出版,C,02,출판,Publishing
5829,출현하다,동,出現-,C,하다,출현하다,appear
5830,클럽,명,club,C,클럽,클럽,club
5831,키스,명,kiss,C,키스,키스,kiss
5833,탈출하다02,동,脫出-,C,02,탈출하다,to escape
5836,판사01,명,判事,C,01,판사,judge
5839,허락,명,許諾,C,허락,허락,allow
5841,확신01,명,確信,C,01,확신,assurance
5845,흐리다02,형,날이 ~,B,02,흐리다,cloudy
5850,걱정스럽다,형,,B,럽다,걱정스럽다,I'm worried
5851,건설되다,동,建設-,C,되다,건설되다,be built
5857,고개02,명,~ 너머,C,02,고개,head
5860,고프다,형,,A,프다,고프다,I'm hungry
5866,그제야,부,,C,제야,그제야,Only then
5868,금연01,명,禁煙,B,01,금연,no smoking
5870,기성세대,명,旣成世代,C,세대,기성세대,older generation
5871,기술하다01,동,記述-,C,01,기술하다,describe
5872,까치01,명,,C,01,까치,magpie
5873,꿈속,명,,B,꿈속,꿈속,in a dream
5874,나비03,명,,B,03,나비,butterfly
5876,남북,명,南北,C,남북,남북,north and south
5877,납득하다,동,納得-,C,하다,납득하다,convince
5881,단06,명,段,C,06,단,step
5883,대사관,명,大使館,A,사관,대사관,Embassy
5886,독창적,명,獨創的,C,창적,독창적,original
5887,되풀이되다,동,,C,되다,되풀이되다,repeat
5889,떠나가다,동,,C,가다,떠나가다,leave
5890,떠들썩하다02,형,떠들다,C,02,떠들썩하다,make a fuss
5891,뜻대로,부,,C,대로,뜻대로,As you wish
5892,레스토랑,명,&프restaurant,B,토랑,레스토랑,restaurant
5893,로봇,명,robot,C,로봇,로봇,robot
5896,만점,명,滿點,C,만점,만점,perfect score
5897,매달,부,每-,C,매달,매달,medal
5899,모여들다,동,,C,들다,모여들다,gather together
5902,묵다01,동,오래된 상태,C,01,묵다,lodge
5904,바깥쪽,명,,C,깥쪽,바깥쪽,outside
5905,배고프다,형,,A,프다,배고프다,hungry
5906,버섯02,명,,B,02,버섯,mushroom
5911,보수06,명,保守,C,06,보수,repair
5912,보안01,명,保安,C,01,보안,security
5914,뵈다02,동,웃어른을 보다,B,02,뵈다,see
5915,부15,명,部,C,15,부15,Part 15
5917,비웃다,동,,C,웃다,비웃다,Making fun of
5918,비키다,동,,B,키다,비키다,get out of the way
5919,사나이,명,,C,나이,사나이,man
5921,사모님,명,師母-,B,모님,사모님,Mrs
5923,삼06,수,三,A,06,삼,three
5925,상징적,명,象徵的,C,징적,상징적,symbolic
5926,색다르다,형,色-,C,르다,색다르다,It's different
5930,세미나,명,seminar,C,미나,세미나,seminar
5931,세제04,명,洗劑,C,04,세제,Detergent
5932,속삭이다,동,,C,이다,속삭이다,whisper
5935,시일04,명,時日,C,04,시일,seal
5936,시합01,명,試合,C,01,시합,match
5939,신속하다02,형,迅速-,C,02,신속하다,quick
5940,신제품,명,新製品,C,제품,신제품,new product
5941,신중하다,형,愼重-,C,하다,신중하다,Be careful
5944,썩01,부,,C,01,썩,So bad
5946,암컷,명,,C,암컷,암컷,female
5949,여행하다01,동,旅行-,A,01,여행하다,travel
5952,예고하다,동,豫告-,C,하다,예고하다,predict
5953,위반하다02,동,違反-,C,02,위반하다,violate
5954,윗몸,명,,C,윗몸,윗몸,upper body
5956,은은하다02,형,隱隱-,C,02,은은하다,It's subtle
5958,이해관계,명,利害關係,C,관계,이해관계,interests
5959,익히다01,동,고기를 ~,C,01,익히다,to cook
5960,일대01,관,一大,C,01,일대,cohort
5961,입력,명,入力,C,입력,입력,input
5962,자연현상,명,自然現象,C,현상,자연현상,natural phenomenon
5966,정류장,명,停留場,A,류장,정류장,station
5968,정신없이,부,精神-,C,없이,정신없이,frantically
5969,정직하다01,형,正直-,C,01,정직하다,honest
5971,조정하다06,동,調整-,C,06,조정하다,Mediate
5973,주름01,명,,C,01,주름,wrinkle
5974,중요02,명,重要,B,02,중요,important
5978,챔피언,명,champion,B,피언,챔피언,champion
5981,최신,명,最新,C,최신,최신,recent
5982,축하,명,祝賀,B,축하,축하,congrats
5983,취소01,명,取消,B,01,취소,cancellation
5985,캐릭터,명,character,C,릭터,캐릭터,character
5987,커튼,명,curtain,B,커튼,커튼,curtain
5992,팬01,명,애호가,B,01,팬,Pan
5995,해롭다,형,害-,C,롭다,해롭다,It's harmful
5998,현관문,명,玄關門,C,관문,현관문,Main door
6000,활발해지다,동,活潑-,C,지다,활발해지다,become active
6001,회복되다,동,回復-,C,되다,회복되다,recover
6002,희생하다,동,犧牲-,C,하다,희생하다,sacrifice
6003,가능해지다,동,可能-,C,지다,가능해지다,become possible
6009,겨울철,명,,B,울철,겨울철,winter
6014,고추장,명,-醬,B,추장,고추장,chili pepper paste
6015,골프장,명,golf場,B,프장,골프장,golf course
6017,공연히02,부,空然-,C,02,공연히,vainly
6018,과정04,명,課程,C,04,과정,procedure
6022,국수01,명,,B,01,국수,noodle
6023,국제적,명,國際的,C,제적,국제적,international
6025,그루01,의,,C,01,그루,Groo
6026,그전,명,-前,C,그전,그전,Before that
6029,금고02,명,金庫,C,02,금고,safe
6031,꾸중,명,,C,꾸중,꾸중,scold
6032,끌어당기다,동,,C,기다,끌어당기다,pull
6033,끼01,명,끼니,C,01,끼,talent
6035,능동적,명,能動的,C,동적,능동적,active
6036,달빛,명,,B,달빛,달빛,Moonlight
6038,당분간,부,當分間,C,분간,당분간,for now
6042,도움말,명,,C,움말,도움말,Help
6045,되살리다,동,,C,리다,되살리다,revive
6046,뒷산,명,-山,B,뒷산,뒷산,back mountain
6047,땜03,의,때문,B,03,땜,tinkering
6049,만족하다,동,滿足-,B,하다,만족하다,satisfied
6050,맵다,형,,A,맵다,맵다,spicy
6051,메다02,동,총을 ~,B,02,메다,meda
6052,몰려오다,동,,C,오다,몰려오다,flock
6054,물질적,명,物質的,C,질적,물질적,material
6056,미인01,명,美人,B,01,미인,Beauty
6058,믿어지다,동,,C,지다,믿어지다,believe
6059,반죽,명,,C,반죽,반죽,dough
6060,반지02,명,半指,B,02,반지,ring
6062,밤02,명,열매,B,02,밤,night
6063,배치03,명,配置,C,03,배치,arrangement
6064,백인01,명,白人,C,01,백인,White
6068,본03,관,本,C,03,본,copy
6069,본사03,명,本社,C,03,본사,head office
6070,부르다02,형,배가 ~,B,02,부르다,call
6072,불평등하다,형,不平等-,C,하다,불평등하다,unequal
6075,비타민,명,vitamin,B,타민,비타민,vitamin
6076,빌딩,명,building,B,빌딩,빌딩,building
6077,빠뜨리다,동,,C,리다,빠뜨리다,leave out
6078,산속,명,山-,B,산속,산속,in the mountains
6079,새로이,부,,C,로이,새로이,freshly
6082,서양인,명,西洋人,C,양인,서양인,Occidental
6084,소지품,명,所持品,C,지품,소지품,belongings
6085,송이01,명,꽃 한 ~,B,01,송이,cluster
6086,쇠01,명,,C,01,쇠,iron
6088,수컷,명,,C,수컷,수컷,cock
6089,승리하다,동,勝利-,C,하다,승리하다,win
6091,식초,명,食醋,B,식초,식초,vinegar
6095,심부름,명,,B,부름,심부름,errand
6096,씨앗,명,,C,씨앗,씨앗,seed
6098,야외,명,野外,B,야외,야외,outdoor
6099,얻어먹다,동,,C,먹다,얻어먹다,get it
6100,엄숙하다,형,嚴肅-,C,하다,엄숙하다,solemn
6101,여가03,명,餘暇,C,03,여가,Leisure
6102,여동생,명,女同生,A,동생,여동생,younger sister
6104,연상하다02,동,聯想-,C,02,연상하다,reminiscent
6107,옆집,명,,B,옆집,옆집,next door
6108,오래간만,명,,A,간만,오래간만,long time no see
6109,오래도록,부,,B,도록,오래도록,For a long time
6110,올려다보다,동,,C,보다,올려다보다,look up
6112,외다02,동,주문을 ~,C,02,외다,cry out
6113,외침01,명,,C,01,외침,shout
6117,이빨,명,,B,이빨,이빨,teeth
6118,이해03,명,利害,C,03,이해,understanding
6122,일손,명,,C,일손,일손,work in hand
6126,잠바,명,jumper,C,잠바,잠바,jacket
6127,잠수함02,명,潛水艦,C,02,잠수함,submarine
6128,장수01,명,사과 ~,C,01,장수,Long live
6129,장학금,명,奬學金,B,학금,장학금,scholarship
6130,재다02,동,저울로 ~,C,02,재다,take
6131,쟤,불,저 아이,B,쟤,쟤,He
6132,점심시간,명,點心時間,A,시간,점심시간,Lunch hour
6137,지도하다,동,指導-,C,하다,지도하다,lead
6138,지적01,명,知的,C,01,지적,Point out
6139,진로02,명,進路,C,02,진로,Course
6140,진행자,명,進行者,C,행자,진행자,MC
6142,쪽02,명,면,B,02,쪽,side
6143,찾아다니다,동,,C,니다,찾아다니다,look for
6144,책임감,명,責任感,C,임감,책임감,responsibility
6146,체온,명,體溫,C,체온,체온,temperature
6147,초밥,명,醋-,B,초밥,초밥,sushi
6149,출구01,명,出口,B,01,출구,exit
6150,출입문,명,出入門,B,입문,출입문,entrance door
6152,통과,명,通過,C,통과,통과,Pass
6155,포장마차,명,布帳馬車,C,마차,포장마차,snack cart
6156,푸다01,동,,C,01,푸다,scoop out
6157,풀01,명,~을 바르다,B,01,풀,grass
6158,피망,명,&프piment,C,피망,피망,pimento
6159,필름,명,film,B,필름,필름,film
6160,한결,부,,C,한결,한결,Hangyeol
6163,한여름,명,,C,여름,한여름,midsummer
6165,항공,명,航空,C,항공,항공,Airline
6166,호선80,의,號線. 1~,B,80,호선80,Line 80
6168,회전04,명,回轉,C,04,회전,rotation
6169,휴지02,명,休紙,A,02,휴지,tissue
6170,가려지다,동,,C,지다,가려지다,covered
6172,가위01,명,기구,B,01,가위,scissors
6178,고속02,명,高速,B,02,고속,high speed
6180,곧다01,형,,C,01,곧다,straight
6181,골치01,명,,C,01,골치,headache
6187,구하다03,동,救-,B,03,구하다,get
6189,그때그때,부,,C,그때,그때그때,From time to time
6195,내달,명,來-,C,내달,내달,next month
6198,넷째,수,,A,넷째,넷째,fourth
6201,놔두다,동,놓아두다,C,두다,놔두다,leave
6202,늦어지다,동,,C,지다,늦어지다,be late
6210,도망가다,동,逃亡-,B,가다,도망가다,run away
6212,독하다,형,毒-,C,하다,독하다,It's strong
6215,땅콩,명,,B,땅콩,땅콩,peanut
6218,뜰01,명,,C,01,뜰,garden
6219,뜻밖에,부,,C,밖에,뜻밖에,unexpectedly
6221,만02,의,화를 낼 ~도 하다,C,02,만,only
6222,명단01,명,名單,C,01,명단,list
6224,무의미하다,형,無意味-,C,하다,무의미하다,meaningless
6225,문구01,명,文句,C,01,문구,Phrases
6228,뭣,대,,C,뭣,뭣,What
6230,미만01,명,未滿,C,01,미만,under
6240,백색01,명,白色,C,01,백색,White
6249,비바람,명,,C,바람,비바람,rainstorm
6251,사기01,명,士氣,C,01,사기,fraud
6252,사망하다01,동,死亡-,C,01,사망하다,die
6253,사무직,명,事務職,C,무직,사무직,office job
6260,소질03,명,素質,C,03,소질,diathesis
6261,솜,명,,C,솜,솜,cotton
6267,시디롬,명,CD-ROM,C,디롬,시디롬,cd rom
6268,식생활,명,食生活,C,생활,식생활,diet
6269,신호등,명,信號燈,B,호등,신호등,Traffic Light
6270,신혼여행,명,新婚旅行,B,여행,신혼여행,Honeymoon
6271,실01,명,~을 감다,C,01,실,line
6272,씩씩하다02,형,,B,02,씩씩하다,brave
6275,연구실,명,硏究室,C,구실,연구실,Lab
6279,월드컵,명,World Cup,B,드컵,월드컵,World Cup
6281,유머,명,humor,C,유머,유머,humor
6284,의류,명,衣類,C,의류,의류,clothes
6293,입원01,명,入院,B,01,입원,Admission
6294,잊혀지다,동,,C,지다,잊혀지다,forgotten
6295,잘살다,동,,B,살다,잘살다,live well
6296,장가01,명,~가다,B,01,장가,Marriage
6297,적응02,명,適應,C,02,적응,adaptation
6302,정리되다,동,整理-,C,되다,정리되다,organized
6303,조15,의,組,C,15,조15,Article 15
6307,졸업생,명,卒業生,B,업생,졸업생,graduate
6308,죽다01,보,심심해 ~,B,01,죽다,die
6312,창피하다,형,猖披-,C,하다,창피하다,It is embarrassing
6318,친절,명,親切,B,친절,친절,kindness
6319,침실,명,寢室,B,침실,침실,bedroom
6321,태권도,명,跆拳道,A,권도,태권도,Taekwondo
6324,토론하다,동,討論-,C,하다,토론하다,have a discussion
6335,하나하나,명,,C,하나,하나하나,One by one
6337,합하다,동,合-,C,하다,합하다,fit
6339,핸드백,명,handbag,C,드백,핸드백,handbag
6340,햄버거,명,hamburger,A,버거,햄버거,hamburger
6349,가정교사,명,家庭敎師,C,교사,가정교사,tutor
6352,감사08,명,感謝,A,08,감사,thanks
6362,공통적,명,共通的,C,통적,공통적,common
6363,교육자,명,敎育者,C,육자,교육자,educator
6364,교재01,명,敎材,C,01,교재,textbook
6372,기타02,명,guitar,B,02,기타,etc
6374,길어지다,동,,C,지다,길어지다,become longer
6375,깨소금,명,,C,소금,깨소금,Sesame salt
6379,나빠지다,동,,B,지다,나빠지다,get worse
6380,남02,명,男,B,02,남,other
6382,놓아두다,동,,C,두다,놓아두다,let go
6387,대접하다,동,待接-,C,하다,대접하다,entertain
6394,두통,명,頭痛,B,두통,두통,headache
6399,뛰어내리다,동,,C,리다,뛰어내리다,jump off
6405,무궁화,명,無窮花,C,궁화,무궁화,Rose of Sharon
6411,바이러스,명,virus,C,러스,바이러스,virus
6413,방바닥,명,房-,C,바닥,방바닥,floor
6415,번거롭다,형,,C,롭다,번거롭다,Cumbersome
6426,사냥,명,,C,사냥,사냥,hunt
6429,사회생활,명,社會生活,C,생활,사회생활,Social Life
6435,설거지,명,,B,거지,설거지,dish wash
6441,수년02,명,數年,B,02,수년,years
6445,수출하다03,동,輸出-,B,03,수출하다,export
6446,숙소02,명,宿所,B,02,숙소,lodging
6447,슈퍼마켓,명,supermarket,A,마켓,슈퍼마켓,supermarket
6451,심리적,명,心理的,C,리적,심리적,psychological
6458,연기05,명,延期,C,05,연기,performance
6463,위로02,명,慰勞,C,02,위로,consolation
6465,이용자,명,利用者,C,용자,이용자,user
6468,입력하다,동,入力-,C,하다,입력하다,enter
6470,자격증,명,資格證,C,격증,자격증,certificate
6489,진료,명,診療,C,진료,진료,diagnosis
6495,창가01,명,窓-,C,01,창가,window
6498,초조하다,형,焦燥-,C,하다,초조하다,nervous
6500,타다03,동,물에 ~,C,03,타다,ride
6507,한잔하다,동,­盞-,B,하다,한잔하다,have a drink
6508,함께하다,동,,C,하다,함께하다,together
6509,합격하다,동,合格-,C,하다,합격하다,Pass an examination
6516,화장지01,명,化粧紙,C,01,화장지,paper towel
6524,힘껏,부,,C,힘껏,힘껏,amain
6526,가요02,명,歌謠,B,02,가요,song
6530,감상05,명,鑑賞,B,05,감상,enjoy
6540,공짜,명,空-,B,공짜,공짜,free
6541,공통되다,동,共通-,C,되다,공통되다,common
6550,그만하다,형,,B,하다,그만하다,stop
6553,김04,의,,C,04,김,seaweed
6559,나들이01,명,,C,01,나들이,picnic
6562,녹이다,동,,C,이다,녹이다,melt
6565,눈가,명,,C,눈가,눈가,around the eyes
6572,도망02,명,逃亡,C,02,도망,escape
6575,동기04,명,同期,C,04,동기,motivation
6582,모기01,명,,B,01,모기,mosquito
6585,미니02,명,mini,C,02,미니,mini
6590,방면01,명,方面,C,01,방면,direction
6592,법적01,명,法的,C,01,법적,legal
6593,벤치,명,bench,C,벤치,벤치,Bench
6597,보수11,명,補修,C,11,보수11,Conservative 11
6603,볼일,명,,B,볼일,볼일,errands
6605,부끄러움,명,,B,러움,부끄러움,shame
6608,비누,명,,A,비누,비누,soap
6609,비행02,명,非行,C,02,비행,flight
6610,빗줄기,명,,C,줄기,빗줄기,raindrops
6614,사회학,명,社會學,C,회학,사회학,sociology
6619,성적01,명,性的,C,01,성적,sexual
6621,세수04,명,洗手,A,04,세수,wash face
6627,순진하다01,형,純眞-,C,01,순진하다,naive
6628,스웨터,명,sweater,B,웨터,스웨터,sweater
6634,심심하다01,형,지루하다,C,01,심심하다,I'm bored
6640,어려워지다,동,,C,지다,어려워지다,become difficult
6642,여행사,명,旅行社,B,행사,여행사,Travel agency
6647,올라서다,동,,C,서다,올라서다,stand up
6649,왼손,명,,B,왼손,왼손,left hand
6655,유학생01,명,留學生,B,01,유학생,foreign student
6656,은04,명,銀,C,04,은,silver
6664,자리02,명,~를 깔다,C,02,자리,seat
6668,잘생기다,형,,B,기다,잘생기다,handsome
6671,장애인,명,障碍人,C,애인,장애인,Disabled
6672,재활용품,명,再活用品,C,용품,재활용품,recyclables
6673,저러다,동,,C,러다,저러다,Like that
6674,저리01,부,저곳으로,B,01,저리,there
6676,절약하다,동,節約-,B,하다,절약하다,Retrench
6677,정반대,명,正反對,C,반대,정반대,contrary
6680,조15,명,組,C,15,조15,Article 15
6689,진동03,명,振動,C,03,진동,vibration
6693,찌개01,명,,A,01,찌개,soup
6707,추천03,명,推薦,C,03,추천,suggestion
6720,학점,명,學點,C,학점,학점,Grades
6721,한가하다02,형,閑暇-,C,02,한가하다,It is idle
6725,합격,명,合格,B,합격,합격,pass
6730,환영하다,동,歡迎-,C,하다,환영하다,Welcome
6735,간접적,명,間接的,C,접적,간접적,indirect
6736,갈다01,동,바꾸다,B,01,갈다,Sharpen
6746,경영하다01,동,經營-,C,01,경영하다,run
6752,그리움,명,,C,리움,그리움,longing
6754,그사이,명,,C,사이,그사이,in between
6757,기념하다,동,記念-,C,하다,기념하다,celebrate
6758,기도03,명,祈禱,B,03,기도,pray
6760,길거리,명,,B,거리,길거리,Street
6761,꽃잎,명,,B,꽃잎,꽃잎,petal
6766,넥타이,명,necktie,A,타이,넥타이,necktie
6770,대강02,부,大綱,C,02,대강,outline
6775,독립하다,동,獨立-,C,하다,독립하다,become independent
6776,돌려주다,동,,B,주다,돌려주다,Give back
6779,들이마시다02,동,숨을 ~,C,02,들이마시다,inhale
6780,뛰어오르다,동,,C,르다,뛰어오르다,jump
6781,라이터,명,lighter,B,이터,라이터,lighter
6784,매일,명,每日,A,매일,매일,everyday
6790,문밖,명,門-,C,문밖,문밖,outside the door
6796,방송하다01,동,放送-,C,01,방송하다,broadcast
6802,보충하다,동,補充-,C,하다,보충하다,to make up
6812,불완전하다,형,不完全-,C,하다,불완전하다,incomplete
6813,불평01,명,不平,C,01,불평,complain
6815,붐비다,동,,C,비다,붐비다,bustle
6824,생활환경,명,生活環境,B,환경,생활환경,living environment
6826,서명03,명,署名,C,03,서명,signature
6830,손등01,명,,C,01,손등,back of hand
6842,역사학,명,歷史學,C,사학,역사학,history
6844,영03,부,~ 딴판이다,C,03,영,zero
6846,오리03,명,동물,B,03,오리,duck
6848,요리사,명,料理師,C,리사,요리사,chef
6851,원02,감,,C,02,원,one
6852,원서05,명,願書,C,05,원서,application
6854,월02,의,月,A,02,월,month
6861,이론적,명,理論的,C,론적,이론적,theoretical
6864,이제야,부,,C,제야,이제야,Now
6871,임신하다,동,妊娠-,C,하다,임신하다,be pregnant
6872,입원하다01,동,入院-,B,01,입원하다,Hospitalize
6876,자취01,명,,C,01,자취,trace
6877,잠그다01,동,서랍을 ~,C,01,잠그다,lock
6878,잡수시다,동,,A,시다,잡수시다,Let's eat
6879,장난감,명,,B,난감,장난감,toy
6880,장례02,명,葬禮,C,02,장례,funeral
6884,전기밥솥,명,,B,밥솥,전기밥솥,electric rice cooker
6894,지금껏,부,只今-,C,금껏,지금껏,Until now
6896,지름길,명,,C,름길,지름길,shortcut
6897,지진02,명,地震,C,02,지진,earthquake
6901,참석자,명,參席者,C,석자,참석자,participant
6902,창구01,명,窓口,C,01,창구,window
6907,최저01,명,最低,C,01,최저,lowest
6915,코미디,명,comedy,C,미디,코미디,comedy
6918,튀기다01,동,물방울을 ~,C,01,튀기다,fry
6926,필수02,명,必須,C,02,필수,essential
6928,하품01,명,,B,01,하품,yawn
6930,한국말,명,韓國-,A,국말,한국말,Korean
6939,횟수,명,回數,C,횟수,횟수,number
6941,흐리다01,동,물을 ~,C,01,흐리다,cloudy
6942,가능,명,可能,C,가능,가능,possible
6946,값싸다,형,,C,싸다,값싸다,cheap
6951,계란,명,鷄卵,A,계란,계란,egg
6961,교문01,명,校門,B,01,교문,school gate
6963,권투01,명,拳鬪,B,01,권투,boxing
6969,긴장감,명,緊張感,C,장감,긴장감,tension
6970,김01,명,~이 서리다,C,01,김,seaweed
6980,넷01,수,,A,01,넷,four
6989,뒤편,명,-便,C,뒤편,뒤편,back
6994,매달다,동,,C,달다,매달다,suspend
6995,매주01,부,每週,C,01,매주,every week
7002,문제되다,동,問題-,C,되다,문제되다,be a problem
7013,받침,명,,B,받침,받침,support
7023,북07,명,北,B,07,북,north
7026,불이익,명,不利益,C,이익,불이익,disadvantage
7027,불필요하다,형,不必要-,C,하다,불필요하다,unnecessary
7034,산부인과,명,産婦人科,C,인과,산부인과,Obstetrics and gynecology
7036,새우다01,동,밤을 ~,C,01,새우다,shrimp
7038,서명하다01,동,署名-,C,01,서명하다,sign
7045,수02,명,방법,C,02,수,number
7046,수고하다01,동,,B,01,수고하다,Keep the good work
7049,수학03,명,修學,B,03,수학,math
7054,신부04,명,神父,C,04,신부,priest
7057,쓸데없다,형,,C,없다,쓸데없다,It's useless
7058,아뇨01,감,,B,01,아뇨,no
7059,아래쪽,명,,B,래쪽,아래쪽,bottom
7060,아스팔트,명,asphalt,C,팔트,아스팔트,asphalt
7061,아하,감,,C,아하,아하,aha
7066,알코올,명,alcohol,C,코올,알코올,Alcohol
7068,액세서리,명,accessory,B,서리,액세서리,accessory
7071,에어컨,명,air conditioner,A,어컨,에어컨,air conditioner
7074,염려하다01,동,念慮-,B,01,염려하다,worry
7076,오이01,명,,B,01,오이,cucumber
7078,외삼촌,명,外三寸,B,삼촌,외삼촌,uncle
7079,요03,관,~ 근방,C,03,요,yo. this
7082,웃음소리,명,,C,소리,웃음소리,sound of laughter
7086,위쪽,명,,B,위쪽,위쪽,topside
7093,음료수,명,飮料水,B,료수,음료수,drink
7102,인쇄,명,印刷,C,인쇄,인쇄,print
7107,잔디,명,,C,잔디,잔디,grass
7110,전세07,명,傳貰,C,07,전세,charter
7116,조깅,명,jogging,C,조깅,조깅,jogging
7129,초대06,명,招待,A,06,초대,invite
7133,치다01,동,폭풍우가 ~,C,01,치다,hit
7134,캠퍼스,명,campus,B,퍼스,캠퍼스,campus
7136,터널,명,tunnel,B,터널,터널,tunnel
7138,통12,의,通,B,12,통12,Tong 12
7139,퇴직금,명,退職金,C,직금,퇴직금,severance pay
7153,환갑02,명,還甲,B,02,환갑,60th birthday
7158,가만있다,동,,C,있다,가만있다,stay still
7160,간편하다,형,簡便-,C,하다,간편하다,easy
7161,감동적,명,感動的,C,동적,감동적,touching
7167,건너오다,동,,B,오다,건너오다,come over
7182,관광지,명,觀光地,B,광지,관광지,Tourist destination
